Date,"Install base (All devices, Unique devices, Per interval, Daily): All countries / regions","Install base (All devices, Unique devices, Per interval, Daily): United States","Install base (All devices, Unique devices, Per interval, Daily): Germany","Install base (All devices, Unique devices, Per interval, Daily): France","Install base (All devices, Unique devices, Per interval, Daily): Japan","Install base (All devices, Unique devices, Per interval, Daily): South Korea","Install base (All devices, Unique devices, Per interval, Daily): Brazil","Install base (All devices, Unique devices, Per interval, Daily): Italy","Install base (All devices, Unique devices, Per interval, Daily): Taiwan","Install base (All devices, Unique devices, Per interval, Daily): Netherlands",Notes
"Jul 1, 2022","436,830","56,620","29,474","21,793","15,967","15,340","14,861","14,595","13,116","12,551",
