Date,"Install base (All devices, Unique devices, Per interval, Daily): Dominican Republic","Install base (All devices, Unique devices, Per interval, Daily): Guatemala","Install base (All devices, Unique devices, Per interval, Daily): United Arab Emirates","Install base (All devices, Unique devices, Per interval, Daily): Puerto Rico","Install base (All devices, Unique devices, Per interval, Daily): Luxembourg","Install base (All devices, Unique devices, Per interval, Daily): Bolivia","Install base (All devices, Unique devices, Per interval, Daily): Costa Rica","Install base (All devices, Unique devices, Per interval, Daily): Uruguay","Install base (All devices, Unique devices, Per interval, Daily): Kuwait","Install base (All devices, Unique devices, Per interval, Daily): El Salvador",Notes
"Jul 1, 2022",944,548,447,358,339,631,317,274,275,363,
