Date,"Install base (All devices, Unique devices, Per interval, Daily): Philippines","Install base (All devices, Unique devices, Per interval, Daily): Paraguay","Install base (All devices, Unique devices, Per interval, Daily): Nicaragua","Install base (All devices, Unique devices, Per interval, Daily): Lithuania","Install base (All devices, Unique devices, Per interval, Daily): Singapore","Install base (All devices, Unique devices, Per interval, Daily): Latvia","Install base (All devices, Unique devices, Per interval, Daily): Romania","Install base (All devices, Unique devices, Per interval, Daily): Panama","Install base (All devices, Unique devices, Per interval, Daily): Ecuador","Install base (All devices, Unique devices, Per interval, Daily): Estonia",Notes
"Jul 1, 2022","1,502","1,057",814,"1,506",862,"1,079",616,629,874,805,
