Date,"Install base (All devices, Unique devices, Per interval, Daily): Austria","Install base (All devices, Unique devices, Per interval, Daily): Malaysia","Install base (All devices, Unique devices, Per interval, Daily): Hong Kong","Install base (All devices, Unique devices, Per interval, Daily): Morocco","Install base (All devices, Unique devices, Per interval, Daily): Colombia","Install base (All devices, Unique devices, Per interval, Daily): Peru","Install base (All devices, Unique devices, Per interval, Daily): Saudi Arabia","Install base (All devices, Unique devices, Per interval, Daily): Ireland","Install base (All devices, Unique devices, Per interval, Daily): Tunisia",Notes
"Jul 1, 2022","3,867","4,684","3,856","4,122","3,808","2,573","2,985","2,032","1,876",
