Date,"Install base (All devices, Unique devices, Per interval, Daily): Jordan","Install base (All devices, Unique devices, Per interval, Daily): Argentina","Install base (All devices, Unique devices, Per interval, Daily): Portugal","Install base (All devices, Unique devices, Per interval, Daily): New Zealand","Install base (All devices, Unique devices, Per interval, Daily): Norway","Install base (All devices, Unique devices, Per interval, Daily): South Africa","Install base (All devices, Unique devices, Per interval, Daily): Croatia","Install base (All devices, Unique devices, Per interval, Daily): Greece","Install base (All devices, Unique devices, Per interval, Daily): Israel","Install base (All devices, Unique devices, Per interval, Daily): Chile",Notes
"Jul 1, 2022","1,607","1,938","1,716","1,628","1,636","1,446","2,192","2,803","1,264","1,237",
