Date,"Install base (All devices, Unique devices, Per interval, Daily): Indonesia","Install base (All devices, Unique devices, Per interval, Daily): Denmark","Install base (All devices, Unique devices, Per interval, Daily): India","Install base (All devices, Unique devices, Per interval, Daily): Sweden","Install base (All devices, Unique devices, Per interval, Daily): United Kingdom","Install base (All devices, Unique devices, Per interval, Daily): Slovakia","Install base (All devices, Unique devices, Per interval, Daily): Australia","Install base (All devices, Unique devices, Per interval, Daily): Hungary","Install base (All devices, Unique devices, Per interval, Daily): Egypt","Install base (All devices, Unique devices, Per interval, Daily): Vietnam",Notes
"Jul 1, 2022","9,858","6,934","5,292","5,362","5,504","4,565","4,434","4,750","4,218","11,500",
