Date,"Install base (All devices, Unique devices, Per interval, Daily): Honduras","Install base (All devices, Unique devices, Per interval, Daily): Haiti","Install base (All devices, Unique devices, Per interval, Daily): Jamaica","Install base (All devices, Unique devices, Per interval, Daily): Qatar","Install base (All devices, Unique devices, Per interval, Daily): Brunei","Install base (All devices, Unique devices, Per interval, Daily): Barbados","Install base (All devices, Unique devices, Per interval, Daily): Dominican Republic",Notes
"Jul 1, 2022",159,245,165,135,68,23,944,
