Date,"Install base (All devices, Unique devices, Per interval, Daily): Poland","Install base (All devices, Unique devices, Per interval, Daily): Thailand","Install base (All devices, Unique devices, Per interval, Daily): Canada","Install base (All devices, Unique devices, Per interval, Daily): Russia","Install base (All devices, Unique devices, Per interval, Daily): Spain","Install base (All devices, Unique devices, Per interval, Daily): Finland","Install base (All devices, Unique devices, Per interval, Daily): Switzerland","Install base (All devices, Unique devices, Per interval, Daily): Czechia","Install base (All devices, Unique devices, Per interval, Daily): Mexico","Install base (All devices, Unique devices, Per interval, Daily): Belgium",Notes
"Jul 1, 2022","11,437","15,804","9,510","8,549","8,153","8,164","7,871","7,514","7,438","8,603",
